Index	HGNC	Symbol	UniProt	Chromosome
4066	HGNC:6873	MAPK11	Q15759 mitogen-activated protein kinase 11	22q13.33
4067	HGNC:6874	MAPK12	P53778 mitogen-activated protein kinase 12	22q13.3
4068	HGNC:6875	MAPK13	O15264 mitogen-activated protein kinase 13	6p21
4069	HGNC:6876	MAPK14	Q16539 mitogen-activated protein kinase 14	6p21.3-p21.2
4070	HGNC:6877	MAPK3	P27361 mitogen-activated protein kinase 3	16p11.2
4071	HGNC:6878	MAPK4	P31152 mitogen-activated protein kinase 4	18q21.1
4072	HGNC:6879	MAPK6	Q16659 mitogen-activated protein kinase 6	15q21
4073	HGNC:6880	MAPK7	Q13164 mitogen-activated protein kinase 7	17p11.2
4074	HGNC:6881	MAPK8	P45983 mitogen-activated protein kinase 8	10q11
4075	HGNC:6882	MAPK8IP1	Q9UQF2 mitogen-activated protein kinase 8 interacting protein 1	11p11.2
4076	HGNC:6883	MAPK8IP2	Q13387 mitogen-activated protein kinase 8 interacting protein 2	22q13.33
4077	HGNC:6884	MAPK8IP3	Q9UPT6 mitogen-activated protein kinase 8 interacting protein 3	16p13.3
4078	HGNC:6886	MAPK9	P45984 mitogen-activated protein kinase 9	5q35
4079	HGNC:6887	MAPKAPK2	P49137 mitogen-activated protein kinase-activated protein kinase 2	1q32
4080	HGNC:6888	MAPKAPK3	Q16644 mitogen-activated protein kinase-activated protein kinase 3	3p21.3
4081	HGNC:6889	MAPKAPK5	Q8IW41 mitogen-activated protein kinase-activated protein kinase 5	12q24.13
4082	HGNC:6890	MAPRE1	Q15691 microtubule-associated protein, RP/EB family, member 1	20q11.1-q11.3
4083	HGNC:6891	MAPRE2	Q15555 microtubule-associated protein, RP/EB family, member 2	18q12.1
4084	HGNC:6892	MAPRE3	Q9UPY8 microtubule-associated protein, RP/EB family, member 3	2p23.3-p23.1
4085	HGNC:6893	MAPT	P10636 microtubule-associated protein tau	17q21
4086	HGNC:6895	MARCO	Q9UEW3 macrophage receptor with collagenous structure	2q14.2
4087	HGNC:6896	MARK1	Q9P0L2 MAP/microtubule affinity-regulating kinase 1	1q41
4088	HGNC:6897	MARK3	P27448 MAP/microtubule affinity-regulating kinase 3	14q32.3
4089	HGNC:6898	MARS	P56192 methionyl-tRNA synthetase	12q13
4090	HGNC:6899	MAS1	P04201 MAS1 oncogene	6q24-q27
4091	HGNC:6901	MASP1	P48740 mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	3q27-q28
4092	HGNC:6902	MASP2	O00187 mannan-binding lectin serine peptidase 2	1p36.3-p36.2
4093	HGNC:6903	MAT1A	Q00266 methionine adenosyltransferase I, alpha	10q22
4094	HGNC:6904	MAT2A	P31153 methionine adenosyltransferase II, alpha	2p11.2
4095	HGNC:6905	MAT2B	Q9NZL9 methionine adenosyltransferase II, beta	5q34-q35
4096	HGNC:6906	MATK	P42679 megakaryocyte-associated tyrosine kinase	19p13.3
4097	HGNC:6907	MATN1	P21941 matrilin 1, cartilage matrix protein	1p35
4098	HGNC:6908	MATN2	O00339 matrilin 2	8q22.1-q22.2
4099	HGNC:6909	MATN3	O15232 matrilin 3	2p24-p23
4100	HGNC:6910	MATN4	O95460 matrilin 4	20q13.1-q13.2
4101	HGNC:6912	MATR3	P43243 matrin 3	5q31.3
4102	HGNC:6913	MAX	P61244 MYC associated factor X	14q23
4103	HGNC:6914	MAZ	P56270 MYC-associated zinc finger protein (purine-binding transcription factor)	16p11.2
4104	HGNC:6915	MB	P02144 myoglobin	22q13.1
4105	HGNC:6916	MBD1	Q9UIS9 methyl-CpG binding domain protein 1	18q21
4106	HGNC:6917	MBD2	Q9UBB5 methyl-CpG binding domain protein 2	18q21
4107	HGNC:6918	MBD3	O95983 methyl-CpG binding domain protein 3	19p13
4108	HGNC:6919	MBD4	O95243 methyl-CpG binding domain protein 4	3q21.3
4109	HGNC:6922	MBL2	P11226 mannose-binding lectin (protein C) 2, soluble	10q11.2
4110	HGNC:6923	MBNL1	Q9NR56 muscleblind-like splicing regulator 1	3q25
4111	HGNC:6924	LAPTM4A	Q15012 lysosomal protein transmembrane 4 alpha	2p24.1
4112	HGNC:6925	MBP	P02686 myelin basic protein	18q23
4113	HGNC:6929	MC1R	Q01726 melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	16q24.3
4114	HGNC:6930	MC2R	Q01718 melanocortin 2 receptor (adrenocorticotropic hormone)	18p11.2
4115	HGNC:6931	MC3R	P41968 melanocortin 3 receptor	20q13.2-q13.3
4116	HGNC:6932	MC4R	P32245 melanocortin 4 receptor	18q22
4117	HGNC:6933	MC5R	P33032 melanocortin 5 receptor	18p11.2
4118	HGNC:6934	MCAM	P43121 melanoma cell adhesion molecule	11q23.3
4119	HGNC:6935	MCC	P23508 mutated in colorectal cancers	5q21-q22
4120	HGNC:6936	MCCC1	Q96RQ3 methylcrotonoyl-CoA carboxylase 1 (alpha)	3q27.1
4121	HGNC:6937	MCCC2	Q9HCC0 methylcrotonoyl-CoA carboxylase 2 (beta)	5q12-q13
4122	HGNC:6938	CHST6	Q9GZX3 carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	16q22
4123	HGNC:6940	MCF2	P10911 MCF.2 cell line derived transforming sequence	Xq26.3-q27.1
4124	HGNC:6943	MCL1	Q07820 myeloid cell leukemia sequence 1 (BCL2-related)	1q21
4125	HGNC:6944	MCM2	P49736 minichromosome maintenance complex component 2	3q21
4126	HGNC:6945	MCM3	P25205 minichromosome maintenance complex component 3	6p12
4127	HGNC:6946	MCM3AP	O60318 minichromosome maintenance complex component 3 associated protein	21q22.3
4128	HGNC:6947	MCM4	P33991 minichromosome maintenance complex component 4	8q12-q13
4129	HGNC:6948	MCM5	P33992 minichromosome maintenance complex component 5	22q13.1-q13.2
4130	HGNC:6949	MCM6	Q14566 minichromosome maintenance complex component 6	2q14-q21
4131	HGNC:6950	MCM7	P33993 minichromosome maintenance complex component 7	7q21.3-q22.1
4132	HGNC:6953	CD46	P15529 CD46 molecule, complement regulatory protein	1q32
4133	HGNC:6954	MCPH1	Q8NEM0 microcephalin 1	8p23.1
4134	HGNC:6960	MCRS1	Q96EZ8 microspherule protein 1	12q13.12
4135	HGNC:6962	SMCP	P49901 sperm mitochondria-associated cysteine-rich protein	1q21.3
4136	HGNC:6967	MDFI	Q99750 MyoD family inhibitor	6p21
4137	HGNC:6968	DNAJB9	Q9UBS3 DnaJ (Hsp40) homolog, subfamily B, member 9	7q31
4138	HGNC:6970	MDH1	P40925 malate dehydrogenase 1, NAD (soluble)	2p23
4139	HGNC:6971	MDH2	P40926 malate dehydrogenase 2, NAD (mitochondrial)	7q11.23
4140	HGNC:6972	MDK	P21741 midkine (neurite growth-promoting factor 2)	11p11.2
4141	HGNC:6973	MDM2	Q00987 MDM2 oncogene, E3 ubiquitin protein ligase	12q13-q14
4142	HGNC:6974	MDM4	O15151 Mdm4 p53 binding protein homolog (mouse)	1q32
4143	HGNC:6983	ME1	P48163 malic enzyme 1, NADP(+)-dependent, cytosolic	6q12
4144	HGNC:6984	ME2	P23368 malic enzyme 2, NAD(+)-dependent, mitochondrial	18q21
4145	HGNC:6985	ME3	Q16798 malic enzyme 3, NADP(+)-dependent, mitochondrial	11q14.2
4146	HGNC:6986	MEA1	Q16626 male-enhanced antigen 1	6p21.3-p21.1
4147	HGNC:6990	MECP2	P51608 methyl CpG binding protein 2 (Rett syndrome)	Xq28
4148	HGNC:6993	MEF2A	Q02078 myocyte enhancer factor 2A	15q26
4149	HGNC:6995	MEF2B	Q02080 myocyte enhancer factor 2B	19p13.11
4150	HGNC:6996	MEF2C	Q06413 myocyte enhancer factor 2C	5q14.3
4151	HGNC:6997	MEF2D	Q14814 myocyte enhancer factor 2D	1q12-q23
4152	HGNC:6998	MEFV	O15553 Mediterranean fever	16p13.3
4153	HGNC:7000	MEIS1	O00470 Meis homeobox 1	2p14
4154	HGNC:7001	MEIS2	O14770 Meis homeobox 2	15q14
4155	HGNC:7007	RAB8A	P61006 RAB8A, member RAS oncogene family	19p13.2-p13.1
4156	HGNC:7010	MEN1	O00255 multiple endocrine neoplasia I	11q13
4157	HGNC:7013	MEOX1	P50221 mesenchyme homeobox 1	17q21.31
4158	HGNC:7014	MEOX2	P50222 mesenchyme homeobox 2	7p22.1-p21.3
4159	HGNC:7015	MEP1A	Q16819 meprin A, alpha (PABA peptide hydrolase)	6p12-p11
4160	HGNC:7020	MEP1B	Q16820 meprin A, beta	18q12.2-q12.3
4161	HGNC:7027	MERTK	Q12866 c-mer proto-oncogene tyrosine kinase	2q14.1
4162	HGNC:7028	MEST	Q5EB52 mesoderm specific transcript	7q32
4163	HGNC:7029	MET	P08581 met proto-oncogene	7q31
4164	HGNC:7030	METTL1	Q9UBP6 methyltransferase like 1	12q13
4165	HGNC:7032	MFAP1	P55081 microfibrillar-associated protein 1	15q15-q21
4166	HGNC:7033	MFAP2	P55001 microfibrillar-associated protein 2	1p36.1-p35
4167	HGNC:7034	MFAP3	P55082 microfibrillar-associated protein 3	5q32-q33.2
4168	HGNC:7035	MFAP4	P55083 microfibrillar-associated protein 4	17p11.2
4169	HGNC:7036	MFGE8	Q08431 milk fat globule-EGF factor 8 protein	15q25
4170	HGNC:7037	MFI2	P08582 antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	3q28-q29
4171	HGNC:7038	MFNG	O00587 MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	22q13.1
4172	HGNC:7043	MGAM	O43451 maltase-glucoamylase (alpha-glucosidase)	7q34
4173	HGNC:7044	MGAT1	P26572 mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	5q35.3
4174	HGNC:7045	MGAT2	Q10469 mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	14q21
4175	HGNC:7046	MGAT3	Q09327 mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	22q13.1
4176	HGNC:7047	MGAT4A	Q9UM21 mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	2q12
4177	HGNC:7048	MGAT4B	Q9UQ53 mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	5q35
4178	HGNC:7049	MGAT5	Q09328 mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	2q21
4179	HGNC:7050	SCGB2A2	Q13296 secretoglobin, family 2A, member 2	11q13
4180	HGNC:7051	SCGB2A1	O75556 secretoglobin, family 2A, member 1	11q13
4181	HGNC:7056	MGEA5	O60502 meningioma expressed antigen 5 (hyaluronidase)	10q24.1-q24.3
4182	HGNC:7057	CTAGE5	O15320 CTAGE family, member 5	14q21.1
4183	HGNC:7059	MGMT	P16455 O-6-methylguanine-DNA methyltransferase	10q26
4184	HGNC:7060	MGP	P08493 matrix Gla protein	12p12.3
4185	HGNC:7061	MGST1	P10620 microsomal glutathione S-transferase 1	12p12.3-p12.1
4186	HGNC:7063	MGST2	Q99735 microsomal glutathione S-transferase 2	4q28.3
4187	HGNC:7064	MGST3	O14880 microsomal glutathione S-transferase 3	1q23
4188	HGNC:7067	CIITA	P33076 class II, major histocompatibility complex, transactivator	16p13
4189	HGNC:7076	MIA	Q16674 melanoma inhibitory activity	19q13.2
4190	HGNC:7082	CD99	P14209 CD99 molecule	Xp22.32 and Yp11.3
4191	HGNC:7090	MICA	Q29983 MHC class I polypeptide-related sequence A	6p21.3
4192	HGNC:7091	MICB	Q29980 MHC class I polypeptide-related sequence B	6p21.3
4193	HGNC:7095	MID1	O15344 midline 1 (Opitz/BBB syndrome)	Xp22
4194	HGNC:7096	MID2	Q9UJV3 midline 2	Xq22.1-q22.2
4195	HGNC:7097	MIF	P14174 macrophage migration inhibitory factor (glycosylation-inhibiting factor)	22q11.23
4196	HGNC:7098	CXCL9	Q07325 chemokine (C-X-C motif) ligand 9	4q21
4197	HGNC:7102	MINPP1	Q9UNW1 multiple inositol-polyphosphate phosphatase 1	10q23
4198	HGNC:7103	MIP	P30301 major intrinsic protein of lens fiber	12q13
4199	HGNC:7104	MIPEP	Q99797 mitochondrial intermediate peptidase	13q12
4200	HGNC:7105	MITF	O75030 microphthalmia-associated transcription factor	3p14.1-p12.3
4201	HGNC:7106	ATXN3	P54252 ataxin 3	14q21
4202	HGNC:7107	MKI67	P46013 marker of proliferation Ki-67	10q26.2
4203	HGNC:7108	MKKS	Q9NPJ1 McKusick-Kaufman syndrome	20p12
4204	HGNC:7109	MKLN1	Q9UL63 muskelin 1, intracellular mediator containing kelch motifs	7q32
4205	HGNC:7110	MKNK1	Q9BUB5 MAP kinase interacting serine/threonine kinase 1	1p33
4206	HGNC:7111	MKNK2	Q9HBH9 MAP kinase interacting serine/threonine kinase 2	19p13.3
4207	HGNC:7112	MKRN1	Q9UHC7 makorin ring finger protein 1	7q34
4208	HGNC:7113	MKRN2	Q9H000 makorin ring finger protein 2	3p25
4209	HGNC:7114	MKRN3	Q13064 makorin ring finger protein 3	15q11-q13
4210	HGNC:7121	MKS1	Q9NXB0 Meckel syndrome, type 1	17q21-q24
4211	HGNC:7124	MLANA	Q16655 melan-A	9p24.1
4212	HGNC:7125	MLF1	P58340 myeloid leukemia factor 1	3q25
4213	HGNC:7126	MLF2	Q15773 myeloid leukemia factor 2	12p13
4214	HGNC:7127	MLH1	P40692 mutL homolog 1	3p22.3
4215	HGNC:7128	MLH3	Q9UHC1 mutL homolog 3	14q24.3
4216	HGNC:7132	KMT2A	Q03164 lysine (K)-specific methyltransferase 2A	11q23
4217	HGNC:7133	KMT2D	O14686 lysine (K)-specific methyltransferase 2D	12q13.12
4218	HGNC:7134	MLLT1	Q03111 myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	19p13.3
4219	HGNC:7135	AFF1	P51825 AF4/FMR2 family, member 1	4q21.3
4220	HGNC:7136	MLLT3	P42568 myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	9p22
4221	HGNC:7137	MLLT4	P55196 myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	6q27
4222	HGNC:7138	MLLT6	P55198 myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	17q21
4223	HGNC:7139	FOXO4	P98177 forkhead box O4	Xq13.1
4224	HGNC:7141	MLN	P12872 motilin	6p21.31
4225	HGNC:7142	MARCKSL1	P49006 MARCKS-like 1	1p35.1
4226	HGNC:7146	TRPM1	Q7Z4N2 transient receptor potential cation channel, subfamily M, member 1	15q13.3
4227	HGNC:7150	MLYCD	O95822 malonyl-CoA decarboxylase	16q24
4228	HGNC:7151	GSDMC	Q9BYG8 gasdermin C	8q24.21
4229	HGNC:7153	MMD	Q15546 monocyte to macrophage differentiation-associated	17q
4230	HGNC:7154	MME	P08473 membrane metallo-endopeptidase	3q25.2
4231	HGNC:7155	MMP1	P03956 matrix metallopeptidase 1 (interstitial collagenase)	11q21-q22
4232	HGNC:7156	MMP10	P09238 matrix metallopeptidase 10 (stromelysin 2)	11q22.3
4233	HGNC:7157	MMP11	P24347 matrix metallopeptidase 11 (stromelysin 3)	22q11.23
4234	HGNC:7158	MMP12	P39900 matrix metallopeptidase 12 (macrophage elastase)	11q22.3
4235	HGNC:7159	MMP13	P45452 matrix metallopeptidase 13 (collagenase 3)	11q22.3
4236	HGNC:7160	MMP14	P50281 matrix metallopeptidase 14 (membrane-inserted)	14q11-q12
4237	HGNC:7161	MMP15	P51511 matrix metallopeptidase 15 (membrane-inserted)	16q13
4238	HGNC:7162	MMP16	P51512 matrix metallopeptidase 16 (membrane-inserted)	8q21
4239	HGNC:7163	MMP17	Q9ULZ9 matrix metallopeptidase 17 (membrane-inserted)	12q24.3
4240	HGNC:7165	MMP19	Q99542 matrix metallopeptidase 19	12q14
4241	HGNC:7166	MMP2	P08253 matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	16q13-q21
4242	HGNC:7167	MMP20	O60882 matrix metallopeptidase 20	11q22.3
4243	HGNC:7171	MMP23B	O75900 matrix metallopeptidase 23B	1p36.3
4244	HGNC:7172	MMP24	Q9Y5R2 matrix metallopeptidase 24 (membrane-inserted)	20q11.2
4245	HGNC:7173	MMP3	P08254 matrix metallopeptidase 3 (stromelysin 1, progelatinase)	11q22.3
4246	HGNC:7174	MMP7	P09237 matrix metallopeptidase 7 (matrilysin, uterine)	11q21-q22
4247	HGNC:7175	MMP8	P22894 matrix metallopeptidase 8 (neutrophil collagenase)	11q21-q22
4248	HGNC:7176	MMP9	P14780 matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	20q12-q13
4249	HGNC:7178	MMRN1	Q13201 multimerin 1	4q22
4250	HGNC:7179	ALDH6A1	Q02252 aldehyde dehydrogenase 6 family, member A1	14q24.3
4251	HGNC:7180	MN1	Q10571 meningioma (disrupted in balanced translocation) 1	22q12.1
4252	HGNC:7181	MNAT1	P51948 MNAT CDK-activating kinase assembly factor 1	14q23
4253	HGNC:7183	MNDA	P41218 myeloid cell nuclear differentiation antigen	1q22
4254	HGNC:7188	MNT	Q99583 MAX network transcriptional repressor	17p13.3
4255	HGNC:7189	MOBP	Q13875 myelin-associated oligodendrocyte basic protein	3p21.33
4256	HGNC:7190	MOCS1	Q9NZB8 molybdenum cofactor synthesis 1	6p21.2
4257	HGNC:7193	MOCS2	O96007 molybdenum cofactor synthesis 2	5q11
4258	HGNC:7197	MOG	Q16653 myelin oligodendrocyte glycoprotein	6p22.1
4259	HGNC:7198	MORC1	Q86VD1 MORC family CW-type zinc finger 1	3q13
4260	HGNC:7199	MOS	P00540 v-mos Moloney murine sarcoma viral oncogene homolog	8q11
4261	HGNC:7200	MOV10	Q9HCE1 Mov10, Moloney leukemia virus 10, homolog (mouse)	1p13.2
4262	HGNC:7201	MOV10L1	Q9BXT6 Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	22q13.33
4263	HGNC:7203	CD200	P41217 CD200 molecule	3q13.2
4264	HGNC:7207	MPDU1	O75352 mannose-P-dolichol utilization defect 1	17p13.1-p12
4265	HGNC:7208	MPDZ	O75970 multiple PDZ domain protein	9p23
4266	HGNC:7211	MPG	P29372 N-methylpurine-DNA glycosylase	16p13.3
4267	HGNC:7212	KIF20B	Q96Q89 kinesin family member 20B	10q23.31
4268	HGNC:7213	MPHOSPH10	O00566 M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	2p13.3
4269	HGNC:7214	MPHOSPH6	Q99547 M-phase phosphoprotein 6	16q23.3
4270	HGNC:7215	MPHOSPH9	Q99550 M-phase phosphoprotein 9	12q24
4271	HGNC:7216	MPI	P34949 mannose phosphate isomerase	15q24.1
4272	HGNC:7217	MPL	P40238 myeloproliferative leukemia virus oncogene	1p34
4273	HGNC:7218	MPO	P05164 myeloperoxidase	17q21.3-q23
4274	HGNC:7219	MPP1	Q00013 membrane protein, palmitoylated 1, 55kDa	Xq28
4275	HGNC:7220	MPP2	Q14168 membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	17q12-q21
4276	HGNC:7221	MPP3	Q13368 membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	17q12-q21
4277	HGNC:7223	MPST	P25325 mercaptopyruvate sulfurtransferase	22q13.1
4278	HGNC:7224	MPV17	P39210 MpV17 mitochondrial inner membrane protein	2p23.3
4279	HGNC:7225	MPZ	P25189 myelin protein zero	1q22
4280	HGNC:7226	MPZL1	O95297 myelin protein zero-like 1	1q24.2
4281	HGNC:7227	MRAS	O14807 muscle RAS oncogene homolog	3q22.3
4282	HGNC:7228	MRC1	P22897 mannose receptor, C type 1	10p13
4283	HGNC:7230	MRE11A	P49959 MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	11q21
4284	HGNC:7234	MRRF	Q96E11 mitochondrial ribosome recycling factor	9q32-q34.1
4285	HGNC:7237	MRVI1	Q9Y6F6 murine retrovirus integration site 1 homolog	11p15
4286	HGNC:7315	MS4A1	P11836 membrane-spanning 4-domains, subfamily A, member 1	11q12-q13.1
4287	HGNC:7316	MS4A2	Q01362 membrane-spanning 4-domains, subfamily A, member 2	11q12-q13
4288	HGNC:7317	MS4A3	Q96HJ5 membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	11q12-q13.1
4289	HGNC:7321	MSC	O60682 musculin	8q13.3
4290	HGNC:7323	SEPT9	Q9UHD8 septin 9	17q25.3
4291	HGNC:7325	MSH2	P43246 mutS homolog 2	2p21
4292	HGNC:7326	MSH3	P20585 mutS homolog 3	5q11-q12
4293	HGNC:7327	MSH4	O15457 mutS homolog 4	1p31
4294	HGNC:7328	MSH5	O43196 mutS homolog 5	6p21.3
4295	HGNC:7329	MSH6	P52701 mutS homolog 6	2p16
4296	HGNC:7330	MSI1	O43347 musashi RNA-binding protein 1	12q24
4297	HGNC:7370	MSL3	Q8N5Y2 male-specific lethal 3 homolog (Drosophila)	Xp22.3
4298	HGNC:7371	MSLN	Q13421 mesothelin	16p13.3
4299	HGNC:7372	MSMB	P08118 microseminoprotein, beta-	10q11.2
4300	HGNC:7373	MSN	P26038 moesin	Xq11.1
4301	HGNC:7376	MSR1	P21757 macrophage scavenger receptor 1	8p22
4302	HGNC:7377	MSRA	Q9UJ68 methionine sulfoxide reductase A	8p23.1
4303	HGNC:7380	MST1	P26927 macrophage stimulating 1 (hepatocyte growth factor-like)	3p21
4304	HGNC:7381	MST1R	Q04912 macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	3p21
4305	HGNC:7391	MSX1	P28360 msh homeobox 1	4p16.2
4306	HGNC:7392	MSX2	P35548 msh homeobox 2	5q35.2
4307	HGNC:7393	MT1A	P04731 metallothionein 1A	16q13
4308	HGNC:7394	MT1B	P07438 metallothionein 1B	16q13
4309	HGNC:7397	MT1E	P04732 metallothionein 1E	16q13
4310	HGNC:7398	MT1F	P04733 metallothionein 1F	16q13
4311	HGNC:7399	MT1G	P13640 metallothionein 1G	16q13
4312	HGNC:7400	MT1H	P80294 metallothionein 1H	16q13
4313	HGNC:7404	MT1L	Q93083 metallothionein 1L (gene/pseudogene)	16q13
4314	HGNC:7405	MT1X	P80297 metallothionein 1X	16q13
4315	HGNC:7406	MT2A	P02795 metallothionein 2A	16q13
4316	HGNC:7408	MT3	P25713 metallothionein 3	16q13
4317	HGNC:7410	MTA1	Q13330 metastasis associated 1	14q32.33
4318	HGNC:7411	MTA2	O94776 metastasis associated 1 family, member 2	11q12-q13.1
4319	HGNC:7413	MTAP	Q13126 methylthioadenosine phosphorylase	9p21
4320	HGNC:7414	MT-ATP6	P00846 mitochondrially encoded ATP synthase 6	mitochondria
4321	HGNC:7415	MT-ATP8	P03928 mitochondrially encoded ATP synthase 8	mitochondria
4322	HGNC:7417	MTBP	Q96DY7 Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	8q24.1-q24.2
4323	HGNC:7419	MT-CO1	P00395 mitochondrially encoded cytochrome c oxidase I	mitochondria
4324	HGNC:7421	MT-CO2	P00403 mitochondrially encoded cytochrome c oxidase II	mitochondria
4325	HGNC:7422	MT-CO3	P00414 mitochondrially encoded cytochrome c oxidase III	mitochondria
4326	HGNC:7423	MTCP1	P56278 mature T-cell proliferation 1	Xq28
4327	HGNC:7427	MT-CYB	P00156 mitochondrially encoded cytochrome b	mitochondria
4328	HGNC:7428	MTF1	Q14872 metal-regulatory transcription factor 1	1p33
4329	HGNC:7432	MTHFD1	P11586 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	14q24
4330	HGNC:7434	MTHFD2	P13995 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	2p13.1
4331	HGNC:7436	MTHFR	P42898 methylenetetrahydrofolate reductase (NAD(P)H)	1p36.3
4332	HGNC:7437	MTHFS	P49914 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	15q24.3
4333	HGNC:7441	MTIF2	P46199 mitochondrial translational initiation factor 2	2p16.1
4334	HGNC:7446	MTL5	Q9Y4I5 metallothionein-like 5, testis-specific (tesmin)	11q13.2-q13.3
4335	HGNC:7448	MTM1	Q13496 myotubularin 1	Xq27.3-q28
4336	HGNC:7449	MTMR1	Q13613 myotubularin related protein 1	Xq28
4337	HGNC:7450	MTMR2	Q13614 myotubularin related protein 2	11q22
4338	HGNC:7451	MTMR3	Q13615 myotubularin related protein 3	22q12.2
4339	HGNC:7452	MTMR4	Q9NYA4 myotubularin related protein 4	17q22-q23
4340	HGNC:7453	MTMR6	Q9Y217 myotubularin related protein 6	13q12
4341	HGNC:7454	MTMR7	Q9Y216 myotubularin related protein 7	8p22
4342	HGNC:7455	MT-ND1	P03886 mitochondrially encoded NADH dehydrogenase 1	mitochondria
4343	HGNC:7456	MT-ND2	P03891 mitochondrially encoded NADH dehydrogenase 2	mitochondria
4344	HGNC:7458	MT-ND3	P03897 mitochondrially encoded NADH dehydrogenase 3	mitochondria
4345	HGNC:7459	MT-ND4	P03905 mitochondrially encoded NADH dehydrogenase 4	mitochondria
4346	HGNC:7460	MT-ND4L	P03901 mitochondrially encoded NADH dehydrogenase 4L	mitochondria
4347	HGNC:7461	MT-ND5	P03915 mitochondrially encoded NADH dehydrogenase 5	mitochondria
4348	HGNC:7462	MT-ND6	P03923 mitochondrially encoded NADH dehydrogenase 6	mitochondria
4349	HGNC:7463	MTNR1A	P48039 melatonin receptor 1A	4q35
4350	HGNC:7464	MTNR1B	P49286 melatonin receptor 1B	11q21-q22
4351	HGNC:7467	MTTP	P55157 microsomal triglyceride transfer protein	4q24
4352	HGNC:7468	MTR	Q99707 5-methyltetrahydrofolate-homocysteine methyltransferase	1q43
4353	HGNC:7469	MTRF1	O75570 mitochondrial translational release factor 1	13q14.1-q14.3
4354	HGNC:7473	MTRR	Q9UBK8 5-methyltetrahydrofolate-homocysteine methyltransferase reductase	5p15.31
4355	HGNC:7504	MTX1	Q13505 metaxin 1	1q21
4356	HGNC:7506	MTX2	O75431 metaxin 2	2q31.1
4357	HGNC:7508	MUC1	P15941 mucin 1, cell surface associated	1q22
4358	HGNC:7510	MUC12	Q9UKN1 mucin 12, cell surface associated	7q22
4359	HGNC:7511	MUC13	Q9H3R2 mucin 13, cell surface associated	3q21.2
4360	HGNC:7512	MUC2	Q02817 mucin 2, oligomeric mucus/gel-forming	11p15.5
4361	HGNC:7513	MUC3A	Q02505 mucin 3A, cell surface associated	7q22.1
4362	HGNC:7514	MUC4	Q99102 mucin 4, cell surface associated	3q29
4363	HGNC:7515	MUC5AC	P98088 mucin 5AC, oligomeric mucus/gel-forming	11p15.5
4364	HGNC:7516	MUC5B	Q9HC84 mucin 5B, oligomeric mucus/gel-forming	11p15.5
4365	HGNC:7517	MUC6	Q6W4X9 mucin 6, oligomeric mucus/gel-forming	11p15.5
4366	HGNC:7518	MUC7	Q8TAX7 mucin 7, secreted	4q13.3
4367	HGNC:7521	CDHR5	Q9HBB8 cadherin-related family member 5	11p15.5
4368	HGNC:7523	TRIM37	O94972 tripartite motif containing 37	17q
4369	HGNC:7525	MUSK	O15146 muscle, skeletal, receptor tyrosine kinase	9q31.3-q32
