Symbol	UniProt	UMLS_CUI	SE_name	Qval
2556	F10	P00742 coagulation factor X	C0015402	Eye haemorrhage	6.4265e-09
2557	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0015402	Eye haemorrhage	6.4265e-09
2558	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0235266	Eye irritation	6.4265e-09
2559	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0235266	Eye irritation	6.4265e-09
2560	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0743680	Eye oedema	6.4265e-09
2561	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0151827	Eye pain	6.4265e-09
2562	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0151827	Eye pain	6.4265e-09
2563	ADRA2A	P08913 adrenoceptor alpha 2A	C0151827	Eye pain	6.4265e-09
2564	CA2	P00918 carbonic anhydrase II	C0151827	Eye pain	6.4265e-09
2565	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0151827	Eye pain	6.4265e-09
2566	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0151827	Eye pain	6.4265e-09
2567	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0151827	Eye pain	6.4265e-09
2568	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0151827	Eye pain	6.4265e-09
2569	PTGFR	P43088 prostaglandin F receptor (FP)	C0151827	Eye pain	6.4265e-09
2570	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0151827	Eye pain	6.4265e-09
2571	DRD4	P21917 dopamine receptor D4	C1142111	Eyelash discolouration	6.4265e-09
2572	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C1142111	Eyelash discolouration	6.4265e-09
2573	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C1142111	Eyelash discolouration	6.4265e-09
2574	DRD3	P35462 dopamine receptor D3	C1142111	Eyelash discolouration	6.4265e-09
2575	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C1142111	Eyelash discolouration	6.4265e-09
2576	DRD5	P21918 dopamine receptor D5	C1142111	Eyelash discolouration	6.4265e-09
2577	HRH1	P35367 histamine receptor H1	C0015423	Eyelid disorder	6.4265e-09
2578	CA2	P00918 carbonic anhydrase II	C0162285	Eyelid oedema	6.4265e-09
2579	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0162285	Eyelid oedema	6.4265e-09
2580	CTSS	P25774 cathepsin S	C0542571	Face oedema	6.4265e-09
2581	MTNR1B	P49286 melatonin receptor 1B	C0542571	Face oedema	6.4265e-09
2582	DPP4	P27487 dipeptidyl-peptidase 4	C0542571	Face oedema	6.4265e-09
2583	MICB	Q29980 MHC class I polypeptide-related sequence B	C0542571	Face oedema	6.4265e-09
2584	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0542571	Face oedema	6.4265e-09
2585	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0542571	Face oedema	6.4265e-09
2586	HMGCR	P04035 3-hydroxy-3-methylglutaryl-CoA reductase	C0427055	Facial paresis	6.4265e-09
2587	ITGAL	P20701 integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	C0427055	Facial paresis	6.4265e-09
2588	CNR1	P21554 cannabinoid receptor 1 (brain)	C0015732	Faecal incontinence	6.4265e-09
2589	CNR2	P34972 cannabinoid receptor 2 (macrophage)	C0015732	Faecal incontinence	6.4265e-09
2590	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0015732	Faecal incontinence	6.4265e-09
2591	BCHE	P06276 butyrylcholinesterase	C0015732	Faecal incontinence	6.4265e-09
2592	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0015734	Faecalith	6.4265e-09
2593	MGAM	O43451 maltase-glucoamylase (alpha-glucosidase)	C0015734	Faecalith	6.4265e-09
2594	ORM2	P19652 orosomucoid 2	C0015734	Faecalith	6.4265e-09
2595	CALM3	P62158 calmodulin 3 (phosphorylase kinase, delta)	C0015734	Faecalith	6.4265e-09
2596	TACR1	P25103 tachykinin receptor 1	C0278016	Faeces hard	6.4265e-09
2597	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0269806	Failed induction of labour	6.4265e-09
2598	MAOB	P27338 monoamine oxidase B	C0015672	Fatigue	6.4265e-09
2599	TSPO	B1AH88 translocator protein (18kDa)	C0015672	Fatigue	6.4265e-09
2600	ACE	P12821 angiotensin I converting enzyme	C0015672	Fatigue	6.4265e-09
2601	CA2	P00918 carbonic anhydrase II	C0015672	Fatigue	6.4265e-09
2602	OPRK1	P41145 opioid receptor, kappa 1	C0015672	Fatigue	6.4265e-09
2603	CYSLTR1	Q9Y271 cysteinyl leukotriene receptor 1	C0015672	Fatigue	6.4265e-09
2604	ORM2	P19652 orosomucoid 2	C0015672	Fatigue	6.4265e-09
2605	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0015672	Fatigue	6.4265e-09
2606	DRD2	P14416 dopamine receptor D2	C0015672	Fatigue	6.4265e-09
2607	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0015672	Fatigue	6.4265e-09
2608	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0015672	Fatigue	6.4265e-09
2609	PGR	P06401 progesterone receptor	C0015672	Fatigue	6.4265e-09
2610	ADRB2	P07550 adrenoceptor beta 2, surface	C0015672	Fatigue	6.4265e-09
2611	DPP4	P27487 dipeptidyl-peptidase 4	C0015672	Fatigue	6.4265e-09
2612	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0015672	Fatigue	6.4265e-09
2613	ADRA1B	P35368 adrenoceptor alpha 1B	C0015672	Fatigue	6.4265e-09
2614	CA1	P00915 carbonic anhydrase I	C0015672	Fatigue	6.4265e-09
2615	AGTR1	P30556 angiotensin II receptor, type 1	C0015672	Fatigue	6.4265e-09
2616	HDAC8	Q9BY41 histone deacetylase 8	C0015672	Fatigue	6.4265e-09
2617	PDE2A	O00408 phosphodiesterase 2A, cGMP-stimulated	C0015672	Fatigue	6.4265e-09
2618	ADRB3	P13945 adrenoceptor beta 3	C0015672	Fatigue	6.4265e-09
2619	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0015672	Fatigue	6.4265e-09
2620	CNR1	P21554 cannabinoid receptor 1 (brain)	C0015672	Fatigue	6.4265e-09
2621	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0015672	Fatigue	6.4265e-09
2622	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0015672	Fatigue	6.4265e-09
2623	OPRM1	P35372 opioid receptor, mu 1	C0015672	Fatigue	6.4265e-09
2624	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0015672	Fatigue	6.4265e-09
2625	POLA1	P09884 polymerase (DNA directed), alpha 1, catalytic subunit	C0015672	Fatigue	6.4265e-09
2626	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0015672	Fatigue	6.4265e-09
2627	CALM3	P62158 calmodulin 3 (phosphorylase kinase, delta)	C0015672	Fatigue	6.4265e-09
2628	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0015672	Fatigue	6.4265e-09
2629	CYP17A1	P05093 cytochrome P450, family 17, subfamily A, polypeptide 1	C0015672	Fatigue	6.4265e-09
2630	HRH4	Q9H3N8 histamine receptor H4	C0015672	Fatigue	6.4265e-09
2631	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0015672	Fatigue	6.4265e-09
2632	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0015672	Fatigue	6.4265e-09
2633	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0015672	Fatigue	6.4265e-09
2634	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0015672	Fatigue	6.4265e-09
2635	GABRA2	P47869 gamma-aminobutyric acid (GABA) A receptor, alpha 2	C0015672	Fatigue	6.4265e-09
2636	MAOA	P21397 monoamine oxidase A	C0015672	Fatigue	6.4265e-09
2637	GABRA4	P48169 gamma-aminobutyric acid (GABA) A receptor, alpha 4	C0015672	Fatigue	6.4265e-09
2638	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0015672	Fatigue	6.4265e-09
2639	ADRA2A	P08913 adrenoceptor alpha 2A	C0015672	Fatigue	6.4265e-09
2640	ADRA1A	P35348 adrenoceptor alpha 1A	C0015672	Fatigue	6.4265e-09
2641	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0015672	Fatigue	6.4265e-09
2642	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0015672	Fatigue	6.4265e-09
2643	CYP3A4	P08684 cytochrome P450, family 3, subfamily A, polypeptide 4	C0015672	Fatigue	6.4265e-09
2644	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0015672	Fatigue	6.4265e-09
2645	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0015672	Fatigue	6.4265e-09
2646	MTNR1A	P48039 melatonin receptor 1A	C0015672	Fatigue	6.4265e-09
2647	ADRA2C	P18825 adrenoceptor alpha 2C	C0015672	Fatigue	6.4265e-09
2648	SCN10A	Q9Y5Y9 sodium channel, voltage-gated, type X, alpha subunit	C0015672	Fatigue	6.4265e-09
2649	GABRA3	P34903 gamma-aminobutyric acid (GABA) A receptor, alpha 3	C0015672	Fatigue	6.4265e-09
2650	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0015672	Fatigue	6.4265e-09
2651	DRD5	P21918 dopamine receptor D5	C0015672	Fatigue	6.4265e-09
2652	DCK	P27707 deoxycytidine kinase	C0015672	Fatigue	6.4265e-09
2653	CA3	P07451 carbonic anhydrase III, muscle specific	C0015672	Fatigue	6.4265e-09
2654	GABRA5	P31644 gamma-aminobutyric acid (GABA) A receptor, alpha 5	C0015672	Fatigue	6.4265e-09
2655	AR	P10275 androgen receptor	C0015672	Fatigue	6.4265e-09
2656	CA14	Q9ULX7 carbonic anhydrase XIV	C0015672	Fatigue	6.4265e-09
2657	REN	P00797 renin	C0015672	Fatigue	6.4265e-09
2658	HRH1	P35367 histamine receptor H1	C0015672	Fatigue	6.4265e-09
2659	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0015672	Fatigue	6.4265e-09
2660	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0015672	Fatigue	6.4265e-09
2661	STK10	O94804 serine/threonine kinase 10	C0015672	Fatigue	6.4265e-09
2662	HRH2	P25021 histamine receptor H2	C0015672	Fatigue	6.4265e-09
2663	CA13	Q8N1Q1 carbonic anhydrase XIII	C0015672	Fatigue	6.4265e-09
2664	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0015672	Fatigue	6.4265e-09
2665	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0015672	Fatigue	6.4265e-09
2666	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0015672	Fatigue	6.4265e-09
2667	CA7	P43166 carbonic anhydrase VII	C0015672	Fatigue	6.4265e-09
2668	MTNR1B	P49286 melatonin receptor 1B	C0015672	Fatigue	6.4265e-09
2669	ALB	P02768 albumin	C0015672	Fatigue	6.4265e-09
2670	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0015672	Fatigue	6.4265e-09
2671	ADRA1D	P25100 adrenoceptor alpha 1D	C0015672	Fatigue	6.4265e-09
2672	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0015672	Fatigue	6.4265e-09
2673	CYP51A1	Q16850 cytochrome P450, family 51, subfamily A, polypeptide 1	C0015672	Fatigue	6.4265e-09
2674	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0015672	Fatigue	6.4265e-09
2675	ADRB1	P08588 adrenoceptor beta 1	C0015672	Fatigue	6.4265e-09
2676	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0015672	Fatigue	6.4265e-09
2677	CYSLTR2	Q9NS75 cysteinyl leukotriene receptor 2	C0015672	Fatigue	6.4265e-09
2678	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0015672	Fatigue	6.4265e-09
2679	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0015672	Fatigue	6.4265e-09
2680	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0015672	Fatigue	6.4265e-09
2681	CACNA1D	Q01668 calcium channel, voltage-dependent, L type, alpha 1D subunit	C0015672	Fatigue	6.4265e-09
2682	SCN2A	Q99250 sodium channel, voltage-gated, type II, alpha subunit	C0015672	Fatigue	6.4265e-09
2683	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0015672	Fatigue	6.4265e-09
2684	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0015672	Fatigue	6.4265e-09
2685	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0015672	Fatigue	6.4265e-09
2686	DHODH	Q02127 dihydroorotate dehydrogenase (quinone)	C0015672	Fatigue	6.4265e-09
2687	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0015672	Fatigue	6.4265e-09
2688	PDE10A	Q9Y233 phosphodiesterase 10A	C0015672	Fatigue	6.4265e-09
2689	CNR2	P34972 cannabinoid receptor 2 (macrophage)	C0015672	Fatigue	6.4265e-09
2690	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0015726	Fear	6.4265e-09
2691	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0015726	Fear	6.4265e-09
2692	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0015726	Fear	6.4265e-09
2693	ADRB3	P13945 adrenoceptor beta 3	C0015726	Fear	6.4265e-09
2694	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0015726	Fear	6.4265e-09
2695	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C1443060	Feeling abnormal	6.4265e-09
2696	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0234192	Feeling cold	6.4265e-09
2697	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0234192	Feeling cold	6.4265e-09
2698	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C2939147	Feeling hot	6.4265e-09
2699	ADORA2A	P29274 adenosine A2a receptor	C2939147	Feeling hot	6.4265e-09
2700	MGAM	O43451 maltase-glucoamylase (alpha-glucosidase)	C0549209	Feeling jittery	6.4265e-09
2701	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0549209	Feeling jittery	6.4265e-09
2702	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0549209	Feeling jittery	6.4265e-09
2703	CA2	P00918 carbonic anhydrase II	C0549209	Feeling jittery	6.4265e-09
2704	SI	P14410 sucrase-isomaltase (alpha-glucosidase)	C0549209	Feeling jittery	6.4265e-09
2705	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0549209	Feeling jittery	6.4265e-09
2706	CALM3	P62158 calmodulin 3 (phosphorylase kinase, delta)	C0549209	Feeling jittery	6.4265e-09
2707	RNASE1	P07998 ribonuclease, RNase A family, 1 (pancreatic)	C0549209	Feeling jittery	6.4265e-09
2708	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0549209	Feeling jittery	6.4265e-09
2709	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C1112442	Female sexual dysfunction	6.4265e-09
2710	FDPS	P14324 farnesyl diphosphate synthase	C0015802	Femur fracture	6.4265e-09
2711	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0016034	Fibrocystic breast disease	6.4265e-09
2712	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0016034	Fibrocystic breast disease	6.4265e-09
2713	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0016034	Fibrocystic breast disease	6.4265e-09
2714	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0016034	Fibrocystic breast disease	6.4265e-09
2715	DRD5	P21918 dopamine receptor D5	C0016034	Fibrocystic breast disease	6.4265e-09
2716	DRD4	P21917 dopamine receptor D4	C0016034	Fibrocystic breast disease	6.4265e-09
2717	DRD3	P35462 dopamine receptor D3	C0016034	Fibrocystic breast disease	6.4265e-09
2718	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0016034	Fibrocystic breast disease	6.4265e-09
2719	CYP2R1	Q6VVX0 cytochrome P450, family 2, subfamily R, polypeptide 1	C0016199	Flank pain	6.4265e-09
2720	DPP4	P27487 dipeptidyl-peptidase 4	C0016204	Flatulence	6.4265e-09
2721	MGAM	O43451 maltase-glucoamylase (alpha-glucosidase)	C0016204	Flatulence	6.4265e-09
2722	BCHE	P06276 butyrylcholinesterase	C0016204	Flatulence	6.4265e-09
2723	MICB	Q29980 MHC class I polypeptide-related sequence B	C0016204	Flatulence	6.4265e-09
2724	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0016204	Flatulence	6.4265e-09
2725	CTSS	P25774 cathepsin S	C0016204	Flatulence	6.4265e-09
2726	PDGFRA	P16234 platelet-derived growth factor receptor, alpha polypeptide	C0268000	Fluid retention	6.4265e-09
2727	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0268000	Fluid retention	6.4265e-09
2728	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0268000	Fluid retention	6.4265e-09
2729	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0268000	Fluid retention	6.4265e-09
2730	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0268000	Fluid retention	6.4265e-09
2731	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0268000	Fluid retention	6.4265e-09
2732	SERPINA6	P08185 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	C0268000	Fluid retention	6.4265e-09
2733	TEK	Q02763 TEK tyrosine kinase, endothelial	C0268000	Fluid retention	6.4265e-09
2734	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0268000	Fluid retention	6.4265e-09
2735	PGR	P06401 progesterone receptor	C0268000	Fluid retention	6.4265e-09
2736	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0268000	Fluid retention	6.4265e-09
2737	CYP17A1	P05093 cytochrome P450, family 17, subfamily A, polypeptide 1	C0268000	Fluid retention	6.4265e-09
2738	PDE3B	Q13370 phosphodiesterase 3B, cGMP-inhibited	C0016382	Flushing	6.4265e-09
2739	ADORA1	P30542 adenosine A1 receptor	C0016382	Flushing	6.4265e-09
2740	ADRB2	P07550 adrenoceptor beta 2, surface	C0016382	Flushing	6.4265e-09
2741	ADRB1	P08588 adrenoceptor beta 1	C0016382	Flushing	6.4265e-09
2742	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0016382	Flushing	6.4265e-09
2743	PDE7A	Q13946 phosphodiesterase 7A	C0016382	Flushing	6.4265e-09
2744	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0016382	Flushing	6.4265e-09
2745	OPRM1	P35372 opioid receptor, mu 1	C0016382	Flushing	6.4265e-09
2746	PDE3A	Q14432 phosphodiesterase 3A, cGMP-inhibited	C0016382	Flushing	6.4265e-09
2747	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0016382	Flushing	6.4265e-09
2748	PDE11A	Q9HCR9 phosphodiesterase 11A	C0016382	Flushing	6.4265e-09
2749	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0016382	Flushing	6.4265e-09
2750	PDE7B	Q9NP56 phosphodiesterase 7B	C0016382	Flushing	6.4265e-09
2751	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0016382	Flushing	6.4265e-09
2752	CHRNA1	P02708 cholinergic receptor, nicotinic, alpha 1 (muscle)	C0854268	Foetal damage	6.4265e-09
2753	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0015930	Foetal distress syndrome	6.4265e-09
2754	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0015930	Foetal distress syndrome	6.4265e-09
2755	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0018811	Foetal heart rate	6.4265e-09
2756	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0018811	Foetal heart rate	6.4265e-09
2757	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0016412	Folate deficiency	6.4265e-09
2758	GABRG1	Q8N1C3 gamma-aminobutyric acid (GABA) A receptor, gamma 1	C0016412	Folate deficiency	6.4265e-09
2759	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0016412	Folate deficiency	6.4265e-09
2760	GABRR1	P24046 gamma-aminobutyric acid (GABA) A receptor, rho 1	C0016412	Folate deficiency	6.4265e-09
2761	GABRR3	A8MPY1 gamma-aminobutyric acid (GABA) A receptor, rho 3	C0016412	Folate deficiency	6.4265e-09
2762	GABRB2	P47870 gamma-aminobutyric acid (GABA) A receptor, beta 2	C0016412	Folate deficiency	6.4265e-09
2763	GABRG2	P18507 gamma-aminobutyric acid (GABA) A receptor, gamma 2	C0016412	Folate deficiency	6.4265e-09
2764	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0016412	Folate deficiency	6.4265e-09
2765	TSPO	B1AH88 translocator protein (18kDa)	C0016412	Folate deficiency	6.4265e-09
2766	GABRP	O00591 gamma-aminobutyric acid (GABA) A receptor, pi	C0016412	Folate deficiency	6.4265e-09
2767	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C0016412	Folate deficiency	6.4265e-09
2768	GABRB3	P28472 gamma-aminobutyric acid (GABA) A receptor, beta 3	C0016412	Folate deficiency	6.4265e-09
2769	GABRG3	Q99928 gamma-aminobutyric acid (GABA) A receptor, gamma 3	C0016412	Folate deficiency	6.4265e-09
2770	GRIK2	Q13002 glutamate receptor, ionotropic, kainate 2	C0016412	Folate deficiency	6.4265e-09
2771	GABRE	P78334 gamma-aminobutyric acid (GABA) A receptor, epsilon	C0016412	Folate deficiency	6.4265e-09
2772	GABRR2	P28476 gamma-aminobutyric acid (GABA) A receptor, rho 2	C0016412	Folate deficiency	6.4265e-09
2773	GABRD	O14764 gamma-aminobutyric acid (GABA) A receptor, delta	C0016412	Folate deficiency	6.4265e-09
2774	GABRB1	P18505 gamma-aminobutyric acid (GABA) A receptor, beta 1	C0016412	Folate deficiency	6.4265e-09
